price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,lat,long
458000,3,1.5,1470,9570,1280,190,47.7032,-122.306
845000,4,2.75,3160,7143,2100,1060,47.6513,-122.406
660000,3,2.25,2675,40910,2675,0,47.5916,-122.055
265000,3,2,1340,6783,1340,0,47.3504,-122.177
599999,9,4.5,3830,6988,2450,1380,47.6927,-122.338
280000,3,2.5,1800,8697,1800,0,47.3115,-122.4
1.055E+06,3,3.25,2990,189852,2990,0,47.746,-122.138
875000,4,3,3720,14125,1930,1790,47.5911,-122.177
125000,3,1,920,7276,920,0,47.285,-122.211
634800,4,3,3280,4904,3280,0,47.6802,-122.033
269950,4,1,1440,9600,1440,0,47.3168,-122.264
359950,3,2.25,1940,11612,1100,840,47.5018,-122.23
417000,3,1.75,1590,11454,1590,0,47.5049,-122.186
389000,2,2,1340,4122,1340,0,47.7182,-122.022
1.038E+06,4,2.5,3770,10893,3770,0,47.5646,-122.129
698000,6,2.5,2680,11250,1340,1340,47.6553,-122.19
685000,4,2.5,2820,10125,2820,0,47.7494,-122.304
198500,3,1.75,1520,7137,1520,0,47.4924,-122.311
350000,4,2.5,2560,5428,2560,0,47.3835,-122.095
649950,3,2.5,3310,387684,2160,1150,47.4167,-121.936
441000,3,1.5,1540,7200,1540,0,47.7357,-122.195
462600,3,1.75,1430,11761,1430,0,47.6686,-122.157
365070,4,2.5,2506,6232,2506,0,47.3734,-122.182
550000,4,2,2250,7500,1200,1050,47.5877,-122.157
470000,5,1.75,2740,9600,1370,1370,47.5738,-122.315
340000,3,1.75,1540,10400,1540,0,47.5651,-121.89
910000,4,2.75,4190,38912,2040,2150,47.6472,-122.157
405000,4,1.75,1690,8392,1190,500,47.773,-122.256
661000,4,2.25,1990,4600,1420,570,47.5638,-122.38
635000,4,2.5,2410,7069,2410,0,47.7094,-122.234
282000,2,1,1150,6098,950,200,47.7259,-122.328
235000,4,1.75,1720,10137,1720,0,47.4424,-122.276
277500,3,2,1260,22100,1260,0,47.2772,-122.354
346500,5,2.5,2020,8250,1430,590,47.4432,-122.135
480000,5,2.25,2240,5500,1490,750,47.5305,-122.391
360000,4,2.25,1930,6508,1930,0,47.7458,-121.977
245000,3,2.5,1820,6785,1420,400,47.3201,-122.177
625000,3,3.5,1560,1490,1240,320,47.6248,-122.319
750500,5,3,2170,2440,1450,720,47.6724,-122.317
525000,3,1.75,1600,9579,1180,420,47.7662,-122.159
740000,4,3.5,3760,57063,2950,810,47.6328,-121.964
523000,3,1.5,1240,7735,1240,0,47.601,-122.122
292000,3,1.75,1090,4500,1090,0,47.5157,-122.256
625000,4,2.5,2740,9599,1820,920,47.7728,-122.385
700000,3,2.5,3110,11727,3110,0,47.5445,-121.871
399950,3,2.5,1610,1320,1280,330,47.6,-122.298
545000,4,3.5,1880,1341,1650,230,47.6053,-122.306
339999,4,2,1740,6369,870,870,47.7461,-122.332
1.21E+06,4,2.25,3270,6000,2180,1090,47.6101,-122.286
545000,3,2.5,1990,5149,1990,0,47.5895,-122.019
260000,4,1.75,1960,8400,1960,0,47.3111,-122.379
526000,3,1.75,1680,3420,960,720,47.6854,-122.291
701000,4,3,2910,8540,2910,0,47.5223,-122.156
290000,3,2.25,1500,7482,1210,290,47.4619,-122.187
330600,1,1,580,1799,580,0,47.6829,-122.375
550500,3,1.75,2540,8280,1270,1270,47.7219,-122.358
430000,2,1,950,6426,950,0,47.5653,-122.37
4E+06,4,5.5,7080,16573,5760,1320,47.6151,-122.224
260600,2,1,810,4560,810,0,47.5425,-122.376
825000,5,3,4080,7500,2720,1360,47.6722,-122.349
378950,4,2,1820,8400,1300,520,47.7615,-122.329
435000,4,2.5,2650,9065,2650,0,47.7258,-121.959
631000,3,2.25,1670,1396,1250,420,47.6814,-122.288
415000,3,2.5,2480,8342,2480,0,47.4381,-122.134
222000,3,1.75,1240,7560,1070,170,47.333,-122.3
245000,3,2,1390,8250,1390,0,47.3707,-122.094
720000,3,2.5,2880,10126,2880,0,47.6319,-122.037
215000,3,1,1060,9954,1060,0,47.3801,-122.289
579100,2,1,1070,2754,830,240,47.6755,-122.331
522500,4,1.75,1640,9299,870,770,47.5334,-122.168
489000,3,2,1510,3000,910,600,47.6804,-122.319
240000,3,1,1230,2353,1230,0,47.5177,-122.354
420250,3,2,1510,3657,1510,0,47.7225,-122.029
523000,4,2.5,3180,20870,2120,1060,47.7176,-122.241
628000,4,2,2260,6000,1430,830,47.6876,-122.298
320000,4,2.5,1920,7277,1920,0,47.4058,-122.192
359950,3,2.5,1980,7800,1980,0,47.4492,-122.199
232000,2,1,1200,8063,1200,0,47.4204,-122.324
810000,4,2.25,2020,5600,1210,810,47.6821,-122.267
245000,4,1.5,2010,7561,1890,120,47.311,-122.227
273000,3,2.25,1930,8192,1470,460,47.2624,-122.299
1.191E+06,5,2.5,2710,14989,1720,990,47.6411,-122.207
438000,5,1,1950,6250,1450,500,47.5511,-122.386
400000,3,1.75,2110,19600,2110,0,47.4742,-122.198
340000,3,1,1250,4800,1250,0,47.5517,-122.381
552000,2,2.5,1380,951,1380,0,47.6654,-122.355
790000,3,1.75,2050,4080,2050,0,47.6698,-122.325
360000,3,1.5,1800,22000,1800,0,47.4889,-122.286
235000,3,1,1310,15022,1310,0,47.5008,-122.332
775000,2,1,1010,3600,1010,0,47.6641,-122.357
489200,3,2.75,1850,9600,1850,0,47.7259,-122.226
341000,3,2.25,1750,8900,1750,0,47.4451,-122.136
335000,4,2.5,2154,6050,2154,0,47.3513,-122.174
393500,3,1.75,1230,1441,1010,220,47.5626,-122.382
360000,3,2,1960,8846,980,980,47.5101,-122.246
400800,4,1,1070,5750,870,200,47.564,-122.379
585000,3,1,1450,5378,1190,260,47.6436,-122.405
1.6E+06,4,2.75,3680,5000,2480,1200,47.6599,-122.269
2.8805E+06,4,2.5,5760,32033,4390,1370,47.7288,-122.37
300000,3,1,1220,13000,1220,0,47.7608,-122.353
1.045E+06,4,2.75,2950,4560,1810,1140,47.6525,-122.333
360000,3,1.5,1340,1110,1040,300,47.698,-122.366
665900,4,2.25,2870,5453,2220,650,47.5129,-122.388
470000,4,1,2590,18224,2000,590,47.5318,-122.286
581000,4,1.75,2090,8164,1070,1020,47.6715,-122.155
527000,6,3.5,3000,8401,1500,1500,47.7226,-122.299
423000,4,1.75,1730,7245,880,850,47.5995,-122.144
875000,4,3.5,2850,4416,2040,810,47.6835,-122.342
410000,3,1,1020,6903,1020,0,47.571,-122.392
606000,3,2.5,2200,6005,2200,0,47.7408,-122.169
654000,3,2.5,3240,60840,3240,0,47.5192,-121.764
150000,3,0.75,490,38500,490,0,47.7112,-121.315
373000,3,2.5,2990,6771,1550,1440,47.5237,-122.353
550000,5,2,2450,9488,1240,1210,47.7056,-122.34
512500,3,2.5,1900,7604,1900,0,47.7002,-122.188
360000,4,2.5,2640,7388,2640,0,47.3505,-122.027
369000,3,2,1340,1480,1340,0,47.6904,-122.393
825000,4,2.5,3220,5262,3220,0,47.6878,-122.162
255000,3,2,930,11475,930,0,47.4644,-121.745
1.285E+06,4,2.5,3240,10800,2260,980,47.6709,-122.262
270000,5,2.5,2630,8470,2630,0,47.2863,-122.196
480680,3,2.5,1730,4924,1730,0,47.5672,-122.005
525000,4,1.75,2120,7725,1220,900,47.6003,-122.144
291500,3,1,880,9238,880,0,47.7494,-122.319
305000,4,2,1800,13551,1800,0,47.4721,-122.128
285000,3,1.75,1600,7500,1600,0,47.2831,-122.199
1.875E+06,3,2.5,3280,29111,3280,0,47.6699,-122.416
329500,5,1.75,3290,8000,1790,1500,47.3733,-122.214
1.57E+06,4,2.25,2890,18226,2890,0,47.5169,-122.209
379260,3,2.5,1730,7202,1330,400,47.4099,-122.329
356000,3,2.5,1590,3411,1590,0,47.5303,-121.878
571900,4,1.75,1710,8947,1710,0,47.5947,-122.135
271500,3,1.75,1995,18360,1995,0,47.4129,-122.322
390000,3,1.75,1300,10030,1300,0,47.7359,-122.192
550000,3,2.5,2720,62310,2040,680,47.4168,-122.074
755000,2,2.5,1360,2070,1360,0,47.6423,-122.329
509500,2,2.5,1590,1485,1300,290,47.6375,-122.387
486700,2,1,1200,6278,1080,120,47.7001,-122.351
527500,2,1,1170,3000,1170,0,47.6697,-122.338
475000,5,2.5,2010,3600,1510,500,47.6522,-122.366
268000,3,2.75,1880,1793,1810,70,47.5405,-122.293
562000,3,2,3250,50529,3250,0,47.5849,-122.016
780000,4,2.5,2270,13449,1310,960,47.5416,-122.232
700000,9,3,3680,4400,2830,850,47.6374,-122.324
710000,3,2,1880,3000,1040,840,47.6418,-122.351
445000,3,1,1050,5664,910,140,47.6897,-122.285
729000,3,3.25,2250,60548,2250,0,47.4246,-122.014
384400,3,3.25,1689,1388,1689,0,47.7174,-122.317
815000,6,3,2860,17853,1430,1430,47.546,-122.175
865000,4,2.5,2710,4069,2710,0,47.604,-122.288
514000,3,2,1770,7200,1770,0,47.6642,-122.173
615000,4,2.75,2820,13193,1860,960,47.5579,-122.174
865000,4,3.25,3400,99170,2000,1400,47.7293,-122.099
755000,4,2.5,3110,6930,3110,0,47.7011,-122.112
425000,4,1,1480,8321,1080,400,47.7629,-122.318
375000,2,1,940,9839,940,0,47.5379,-122.386
750000,4,2.5,2680,4548,2680,0,47.7073,-122.114
722000,4,2.75,3190,5408,3190,0,47.5903,-121.988
1.011E+06,3,2.5,1920,4480,1920,0,47.6472,-122.373
725000,3,2.5,2610,7510,2610,0,47.6648,-122.137
170000,3,0.75,1040,42180,1040,0,47.4518,-122.199
845000,4,3.25,2880,35315,2270,610,47.6587,-122.163
271900,3,2,1450,8771,1450,0,47.1947,-121.989
1.3E+06,6,4.5,3902,3880,2782,1120,47.5837,-122.399
261500,4,2.5,2460,7800,1500,960,47.3081,-122.384
619500,3,2.5,2170,5000,2170,0,47.5458,-121.996
435000,5,2.25,1970,15247,1450,520,47.5669,-121.905
210000,3,1,1000,5454,1000,0,47.7339,-122.337
489950,3,2,1580,4010,790,790,47.6769,-122.371
260000,4,1.5,2130,8800,1100,1030,47.383,-122.288
300000,4,1,1370,8499,1370,0,47.736,-122.301
530000,4,2,2150,14161,1330,820,47.3376,-122.323
235000,3,1.75,1370,14030,1370,0,47.2969,-122.163
593500,3,1,1370,4000,1370,0,47.6711,-122.324
562000,3,3,3290,80471,2330,960,47.504,-122.464
585000,3,2,3190,207346,3190,0,47.2737,-122.015
2.4E+06,4,3.25,4140,20734,3300,840,47.6344,-122.215
199500,3,1.75,1690,8901,1690,0,47.3546,-122.176
544500,5,1,1690,3240,1690,0,47.6746,-122.325
394900,3,1,1430,13370,1430,0,47.7317,-122.241
912000,4,3.75,1980,4095,1980,0,47.6901,-122.356
260000,3,2.5,1490,8102,1490,0,47.3712,-122.092
858000,5,3,3620,12778,1900,1720,47.5512,-122.191
1.275E+06,4,2.5,2720,16454,1870,850,47.5489,-122.216
242150,4,1.75,1490,8544,1490,0,47.3894,-122.166
220000,3,1.75,1230,7200,1230,0,47.2881,-122.363
235000,3,2,1900,7980,1340,560,47.305,-122.373
370000,3,1.75,1530,10300,1530,0,47.7767,-122.356
450000,3,1.75,2290,44866,1390,900,47.7398,-122.041
534950,5,1.5,2240,6337,1280,960,47.7046,-122.316
730000,4,2.5,3470,14271,3470,0,47.5423,-121.877
465000,4,2.5,3050,32450,1550,1500,47.3626,-122.209
178000,3,1,1100,5734,1100,0,47.3632,-122.174
215000,3,1,1610,7140,1080,530,47.3943,-122.189
300000,3,2.75,1910,15508,1210,700,47.3128,-122.345
430000,3,2,1510,7066,1230,280,47.7053,-122.303
183000,3,1.5,1280,4366,1280,0,47.335,-122.215
585000,3,2.5,1910,1501,1530,380,47.6441,-122.385
192950,3,1,1170,3330,1170,0,47.3155,-122.182
599000,2,1,1550,7713,1550,0,47.7005,-122.358
326500,3,1,1060,7920,1060,0,47.5649,-122.358
358803,2,1,1040,5765,1040,0,47.7024,-122.346
537000,3,2.5,1550,12920,1550,0,47.6973,-122.194
1.155E+06,3,2.5,2490,24691,1580,910,47.488,-122.364
156000,2,1,920,5889,920,0,47.3012,-122.218
219000,3,1,1250,8276,1250,0,47.2092,-121.997
1.19E+06,3,1.5,2540,2700,1630,910,47.637,-122.361
248000,5,1.75,2190,16788,1380,810,47.3764,-122.176
340000,3,1.75,1340,196020,1340,0,47.2931,-121.992
899100,5,2.5,2410,15300,1400,1010,47.5416,-122.231
346950,3,1.75,1830,10954,1830,0,47.7554,-122.306
330000,3,1,1850,5775,1740,110,47.5446,-122.296
325000,3,1,1410,8250,1410,0,47.7621,-122.36
315000,3,1.75,1460,7884,1460,0,47.4457,-122.128
649950,3,2.5,1500,1375,1200,300,47.6451,-122.375
316000,3,1,1130,7200,1130,0,47.7298,-122.355
386000,2,2.5,1620,3196,1620,0,47.5167,-121.878
535000,2,1.75,2330,7280,1450,880,47.4282,-122.28
600000,3,3,1520,1800,1520,0,47.6822,-122.326
339000,4,2.5,2840,8746,2840,0,47.19,-122.013
167000,3,2,1520,7456,1520,0,47.4745,-122.343
430000,3,1,1740,4800,1740,0,47.5596,-122.27
688000,4,4,4000,9309,4000,0,47.5421,-121.888
834500,3,2.25,2780,6000,1670,1110,47.6442,-122.406
1.075E+06,4,4.25,3500,8750,2140,1360,47.7222,-122.367
250000,3,1,1060,52272,1060,0,47.36,-122.178
402500,3,1,1290,4000,1290,0,47.5462,-122.277
432500,3,2.5,2390,6435,1600,790,47.726,-122.194
485000,5,1.75,2460,14100,1380,1080,47.7452,-122.224
560000,4,2.75,2930,22000,1580,1350,47.3227,-122.384
410000,4,2.25,2200,8292,2200,0,47.7456,-122.315
455000,3,2.5,1870,7344,1470,400,47.7265,-122.206
459500,4,2.5,2060,8968,1190,870,47.7686,-122.317
371000,4,1.75,1610,11305,1610,0,47.727,-122.176
289500,3,2.25,2120,3400,2120,0,47.3364,-122.17
395000,3,3.5,1450,1263,1160,290,47.6508,-122.383
496752,2,1,1980,5000,1090,890,47.586,-122.295
227000,2,1,860,6800,860,0,47.7274,-122.337
330000,3,1.75,1460,9261,1460,0,47.5155,-122.189
480000,5,2,2590,8610,1340,1250,47.6112,-122.126
290000,2,1,1120,217800,1120,0,47.7378,-121.912
281000,3,1,1340,21336,1340,0,47.4023,-122.273
705000,4,1.5,1780,3120,1780,0,47.5589,-122.264
1.4E+06,4,2.5,2920,4000,1910,1010,47.6578,-122.28
485000,4,3.25,2820,6611,1410,1410,47.7473,-122.285
622000,3,2.25,1550,1919,1550,0,47.6729,-122.379
380000,3,2.25,1600,39848,1600,0,47.1991,-122.013
2.125E+06,4,2.75,3190,19513,3190,0,47.6991,-122.235
561500,3,1.75,1960,6380,980,980,47.6975,-122.316
242000,3,1,970,9600,970,0,47.4451,-121.768
348500,3,1.5,1360,10726,1360,0,47.4948,-122.134
370000,3,1.5,1360,10726,1360,0,47.4948,-122.134
752000,6,3.75,3810,6663,3810,0,47.6938,-122.34
230000,3,1.75,1340,8250,1100,240,47.3668,-122.09
715000,3,2.25,1990,4977,1990,0,47.5404,-122.268
240415,3,1.75,1120,10187,1120,0,47.3694,-122.311
562000,4,1.75,2060,4080,1460,600,47.6698,-122.325
360000,3,1.5,1170,4080,1170,0,47.5338,-122.381
659950,3,2.5,1610,1246,1080,530,47.6423,-122.375
458500,3,2,1890,1599,1430,460,47.5438,-122.385
259950,2,2,1070,649,720,350,47.5213,-122.357
366000,3,1.75,1680,6108,1680,0,47.4501,-122.208
978000,4,2.75,2890,7821,2890,0,47.554,-122.189
525000,2,1,1360,6120,1060,300,47.6841,-122.291
926300,3,1.5,1660,4800,1660,0,47.6352,-122.358
750000,2,1,1620,6120,1620,0,47.6731,-122.326
660000,2,1,960,6263,960,0,47.6646,-122.202
305000,4,1.75,1000,7200,1000,0,47.742,-122.324
800000,2,2.5,2395,6143,2395,0,47.7114,-122.029
600000,4,1.75,3050,9440,1800,1250,47.7228,-122.183
435000,2,1,1120,88327,1120,0,47.3205,-121.867
1.135E+06,4,3.25,2960,4296,2190,770,47.6526,-122.372
318000,3,2.25,1250,1017,1250,0,47.7099,-122.333
639000,4,2,1940,5000,980,960,47.6719,-122.369
453000,3,2.5,1750,3900,1750,0,47.6638,-122.129
800000,4,1.75,2150,9148,2150,0,47.5828,-122.197
437000,2,1.75,1500,6800,910,590,47.7004,-122.371
1.15E+06,3,2.75,3230,75889,3230,0,47.3344,-122.37
490000,4,2.5,3000,8645,3000,0,47.7315,-122.224
499950,4,1.75,1520,7700,1520,0,47.7356,-122.191
160134,3,1.5,1190,10116,1190,0,47.385,-122.085
191000,3,1,990,8255,990,0,47.425,-122.331
221000,3,1,1250,7280,1250,0,47.3414,-122.286
352800,4,2,2080,6360,1330,750,47.5392,-122.278
350000,3,2.5,1640,10424,1640,0,47.7345,-121.977
458000,4,1.5,1550,3000,1350,200,47.6604,-122.324
359950,3,1,1290,189486,1290,0,47.3356,-122.157
1.05E+06,3,3,3250,5093,3250,0,47.5123,-122.39
353000,3,1.75,1260,11775,1260,0,47.5501,-122.296
717550,3,3.5,2840,4468,2840,0,47.7069,-122.117
450000,3,2.25,1960,6500,1960,0,47.6642,-122.129
167500,3,1,760,3090,760,0,47.5513,-122.275
550000,3,1.75,2240,78225,2240,0,47.4638,-122.484
939000,4,2.25,2240,9684,2240,0,47.5489,-122.225
700000,3,1.75,1820,15570,1820,0,47.5068,-122.386
480000,4,3.5,3370,435600,3370,0,47.4398,-121.738
501000,3,1,1160,4360,1160,0,47.6718,-122.291
580000,3,2.25,1640,8625,1320,320,47.6772,-122.153
527550,1,0.75,820,59677,820,0,47.5316,-121.764
399000,4,2.5,2800,4687,2800,0,47.3594,-122.04
240000,3,1.75,1780,5000,1080,700,47.5105,-122.36
353000,4,2.75,2200,268329,1410,790,47.3224,-122.122
335000,4,2,1480,3132,740,740,47.55,-122.312
475000,3,3,2010,2554,1860,150,47.5525,-122.269
660000,3,2,2880,5100,2080,800,47.6805,-122.385
551000,3,1,940,1948,940,0,47.6733,-122.383
249950,4,1.75,1620,10530,1620,0,47.3808,-122.211
1.15E+06,4,3.25,4400,262666,4400,0,47.5927,-122.064
575000,3,1.75,1530,6743,1410,120,47.5745,-122.396
1.08889E+06,4,2.75,3460,11350,1780,1680,47.568,-122.153
515000,4,2.5,2890,7306,2890,0,47.5447,-121.883
235000,3,1.5,1980,11214,1980,0,47.4696,-122.298
796000,3,1,1980,3243,1980,0,47.6429,-122.327
450000,2,1.5,1450,2550,820,630,47.6911,-122.348
2.05E+06,4,3,4280,18834,2180,2100,47.5811,-122.4
270000,4,2.5,1810,6509,1810,0,47.3531,-122.143
1.705E+06,3,3,2490,27702,2490,0,47.5596,-122.403
565000,3,1,1610,4108,1610,0,47.5704,-122.376
680000,1,2.5,1820,3008,1090,730,47.6529,-122.339
5.57E+06,5,5.75,9200,35069,6200,3000,47.6289,-122.233
864500,4,2.5,3520,35991,3520,0,47.7437,-122.035
1.15E+06,4,2.25,3740,18000,1870,1870,47.7027,-122.378
335000,3,2.25,2150,30476,2150,0,47.4605,-122.277
911000,4,3.25,3526,15958,3526,0,47.567,-122.033
425000,2,1,1070,6625,830,240,47.5736,-122.393
299950,3,1,1410,81021,1410,0,47.4303,-122.067
864000,4,2.5,3190,49658,3190,0,47.6216,-122.015
425000,2,1,1270,6000,1270,0,47.6482,-122.393
374950,4,1.5,1970,14490,1970,0,47.4612,-122.069
247000,3,2.25,1640,7630,1180,460,47.3739,-122.29
475000,3,1,1600,7161,1600,0,47.5507,-122.261
275000,3,2.5,3020,5868,3020,0,47.3361,-122.175
355000,2,1,1350,368517,1350,0,47.7617,-122.061
285000,4,1.75,1870,22072,1070,800,47.3775,-122.165
1.33875E+06,3,2.75,2730,38869,1940,790,47.4857,-122.361
325000,2,1,1100,17817,620,480,47.7728,-121.9
1.67E+06,5,3.5,4320,40816,4320,0,47.644,-122.185
402000,3,2.5,2700,9994,1350,1350,47.397,-122.321
1.1E+06,3,3,3700,16857,2170,1530,47.6956,-122.392
375000,4,1.75,2190,9225,1250,940,47.7396,-122.256
396000,5,2.75,2840,12253,1420,1420,47.7618,-122.253
320000,4,2.75,2610,9077,1310,1300,47.4612,-122.147
610000,3,2.5,2630,5827,2630,0,47.688,-122.038
249950,3,1.5,1090,7698,1090,0,47.4553,-122.174
675000,4,3.5,3090,100835,3090,0,47.3087,-122.088
448000,2,2,1670,7772,860,810,47.5461,-122.377
819000,3,1,1300,3600,1300,0,47.6345,-122.366
1.25E+06,3,2.5,3670,18505,2530,1140,47.7588,-122.376
225000,4,2.5,1700,6031,1700,0,47.3582,-122.191
790000,2,3,2560,982278,2560,0,47.6955,-121.861
685000,4,2.5,2770,6000,2400,370,47.5536,-122.383
812000,3,3.25,3240,8338,3240,0,47.6321,-122.064
705000,2,2.5,2300,6400,2300,0,47.7196,-122.02
360000,4,3,2483,6870,2483,0,47.3627,-122.199
344000,1,1.5,760,779,760,0,47.6715,-122.382
825000,4,1.5,2040,6900,2040,0,47.6188,-122.285
476500,3,1,1200,6120,950,250,47.6929,-122.287
379500,2,1,960,5096,960,0,47.5314,-122.378
620000,3,1.75,2410,35236,2410,0,47.7651,-122.166
477590,3,3.25,2260,7701,1760,500,47.5053,-122.377
490000,3,1,1910,8190,1010,900,47.697,-122.365
470000,3,1.5,1500,5000,1140,360,47.679,-122.373
500000,3,2.25,1360,1236,1140,220,47.6198,-122.299
370000,3,1,1320,7341,1320,0,47.7367,-122.295
790000,2,1.5,1940,4400,970,970,47.6371,-122.279
725000,4,2.5,2650,18295,2650,0,47.6075,-122.154
840000,4,2.75,3040,2800,2100,940,47.6245,-122.327
390000,3,1,1240,11108,1240,0,47.4465,-122.354
507000,3,2.25,2210,11585,1510,700,47.7574,-122.279
263500,3,1.75,1540,6273,770,770,47.5305,-122.277
369000,3,2.5,1320,1683,1270,50,47.5357,-122.365
500000,3,2.5,3040,5326,3040,0,47.4472,-122.207
570000,2,1,910,4301,910,0,47.6814,-122.399
284000,4,3,2040,7145,1490,550,47.3275,-122.171
415000,2,1,980,4108,980,0,47.687,-122.381
197500,3,1,980,3090,980,0,47.5525,-122.277
925000,4,3.75,4420,9492,3420,1000,47.7211,-122.283
468000,3,2,1570,6300,820,750,47.5565,-122.275
355000,3,1,1600,5001,1080,520,47.7232,-122.289
639000,4,1.75,1830,6000,930,900,47.6536,-122.41
720000,3,2.5,2820,14250,2820,0,47.6396,-122.054
381000,3,1.75,1800,6000,900,900,47.7505,-122.317
1.05E+06,3,4,4380,42769,4380,0,47.7167,-122.109
670000,3,3,2980,3730,2980,0,47.5533,-121.995
400000,3,1,1690,6658,1690,0,47.7099,-122.35
910000,4,3.5,4040,50479,4040,0,47.7196,-122.048
294000,3,1,1250,9427,1250,0,47.7254,-122.175
315001,3,1.75,1500,10230,1500,0,47.4349,-122.168
360000,3,2,1630,10723,1630,0,47.4898,-122.133
520000,3,2,1410,2700,1410,0,47.6029,-122.302
474000,3,1,1140,4560,770,370,47.6889,-122.362
702000,4,2.5,3280,5876,3280,0,47.6802,-122.034
728000,4,3.5,3490,87497,3490,0,47.4028,-122.002
308000,4,2.5,2020,7277,2020,0,47.4318,-122.19
2E+06,5,4,4580,4443,4580,0,47.5682,-122.059
340000,3,2.5,2270,7917,2270,0,47.2643,-122.22
306500,2,1.75,1310,10200,1310,0,47.5231,-121.82
716000,3,2,1420,3600,1420,0,47.6367,-122.364
950000,4,3,2980,44431,2640,340,47.7154,-122.161
673200,5,3,4180,8561,4180,0,47.6833,-122.04
564500,4,2.25,1950,6000,1350,600,47.6909,-122.301
393000,4,1.75,1790,11801,1790,0,47.5172,-122.17
425000,5,1.75,1400,5071,1400,0,47.6499,-121.908
150000,3,1,1320,24684,1320,0,47.4771,-122.322
327000,4,2.25,1620,106722,1200,420,47.3394,-122.091
444900,4,2.5,3120,7448,3120,0,47.3645,-122.126
305000,4,2.5,2100,14773,2100,0,47.3045,-122.391
469000,3,3.25,1370,1194,1370,0,47.6718,-122.388
525000,3,1.75,1520,7875,1520,0,47.5569,-122.176
330000,3,2.5,2410,17424,1630,780,47.3741,-122.218
618000,4,1,1260,4080,1260,0,47.6644,-122.324
295500,4,2.5,2830,7350,1690,1140,47.3088,-122.341
567035,3,2,2064,46173,2064,0,47.4469,-122.455
518000,4,2.25,2640,34870,1770,870,47.4688,-122.009
303000,2,1,1020,9200,1020,0,47.4461,-121.769
300000,4,2.5,2200,8065,2200,0,47.4042,-122.213
413107,3,1.5,1420,7520,1420,0,47.601,-122.134
400000,3,1,1350,3090,1350,0,47.682,-122.348
535000,3,1,1290,6859,1290,0,47.5317,-122.387
555000,4,2,1680,2600,840,840,47.6648,-122.363
312000,3,2.5,2280,6386,2280,0,47.3861,-122.096
785200,3,2.25,1840,3500,1540,300,47.6063,-122.292
749000,4,2,2040,11850,1020,1020,47.6891,-122.208
285000,3,1.5,1490,10367,1010,480,47.4973,-122.347
425000,4,2.5,2440,5088,2440,0,47.5406,-121.889
360000,3,2,1930,15540,1260,670,47.7675,-122.307
260000,3,1,1200,6615,1200,0,47.5168,-122.351
369000,3,2,1550,8509,1150,400,47.5299,-122.344
275000,4,2.5,2180,11132,1620,560,47.3187,-122.367
407000,3,2.25,1430,1448,1430,0,47.6916,-122.341
575000,2,1.75,1230,5418,990,240,47.6839,-122.376
1.236E+06,3,1.5,1670,3852,1670,0,47.6411,-122.371
875000,2,2.5,2720,4913,1700,1020,47.6384,-122.404
320000,4,1.5,2220,6811,1270,950,47.5059,-122.193
810000,3,1.5,1520,9041,1520,0,47.6158,-122.213
274000,3,1.75,1590,7620,1090,500,47.3655,-122.048
239900,4,1.75,1480,9523,1120,360,47.3732,-122.217
450000,4,1.5,1860,7808,1080,780,47.7314,-122.3
263400,4,2,1360,60548,960,400,47.2718,-122.265
265000,3,1,1360,5967,1360,0,47.4973,-122.256
418000,4,3,2360,6250,1460,900,47.512,-122.249
390000,3,2,2360,5737,2360,0,47.7633,-122.262
430000,3,2,1860,7500,930,930,47.5662,-122.364
1.4425E+06,3,2.25,2630,9705,2630,0,47.6485,-122.121
297000,2,1.75,1280,37373,1280,0,47.2631,-122.019
650000,4,2.25,2330,7220,1600,730,47.7764,-122.386
195000,2,1,720,18000,720,0,47.5054,-122.261
554000,3,3.5,3380,108900,2700,680,47.4316,-122.075
550000,3,2,3650,843309,3650,0,47.3627,-122.496
700000,3,1.75,1640,4590,1640,0,47.6846,-122.294
300000,4,1,1730,177657,1730,0,47.5163,-121.829
315000,2,1,1030,8576,1030,0,47.7352,-122.295
603000,3,1,1790,5250,1400,390,47.6627,-122.276
530000,2,1,840,3400,840,0,47.6403,-122.372
397500,3,1.75,1300,8480,1300,0,47.6991,-122.13
221000,3,1,1240,5250,1240,0,47.4917,-122.206
466000,4,2.25,2170,8050,1220,950,47.7354,-122.174
197500,3,1,1330,5412,1330,0,47.2053,-121.993
280000,3,3,1390,1080,1140,250,47.5325,-122.282
412000,2,1.5,1240,3873,860,380,47.5752,-122.388
454000,2,1,880,6731,880,0,47.5694,-122.395
540000,4,2.25,2540,228254,1450,1090,47.719,-121.912
250000,5,1.5,2520,5753,1510,1010,47.2058,-121.997
900000,5,2.25,2510,35691,2510,0,47.6435,-122.154
245000,5,1.75,2020,7902,1220,800,47.51,-122.327
290000,3,1.75,2060,7251,1350,710,47.3569,-122.175
160000,2,1,930,7742,930,0,47.507,-122.302
1.26E+06,2,1.5,2700,7225,1660,1040,47.5892,-122.383
325000,2,1,1060,6050,940,120,47.7028,-122.321
185000,2,1,670,6750,670,0,47.4521,-122.283
477000,3,2,1750,4990,950,800,47.6667,-122.361
100000,2,1,930,7623,930,0,47.467,-122.349
345000,4,2.5,2420,11481,1370,1050,47.341,-122.318
530000,4,2.25,2410,14985,1950,460,47.4278,-122.343
